RNA Symbol,RNA Category,Species,Tissue/Cell Line,Localization,Score
hsa_circ_0000211,circRNA,Homo sapiens,KYSE150 and TE1 cells,Cytoplasm,0.694505649698505
hsa_circ_0032746,circRNA,Homo sapiens,KYSE30 and TE-1 cell lines,Cytoplasm,0.694505649698505
hsa_circ_0000043,circRNA,Homo sapiens,KYSE30 cells,Cytoplasm,0.694505649698505
hsa_circ_0000043,circRNA,Homo sapiens,KYSE30 cells,Mitochondrion,0.694505649698505
hsa_circ_0026611,circRNA,Homo sapiens,KYSE30 or EC109 cell lines,Extracellular exosome,0.836757224078988
hsa_circ_0001361,circRNA,Homo sapiens,KYSE450 and EC109 cells,Cytoplasm,0.836757224078988
hsa_circ_0012673,circRNA,Homo sapiens,LAC cell line (A549),Cytoplasm,0.694505649698505
hsa_circ_0001946,circRNA,Homo sapiens,LAC cell lines (A549|H1299),Cytoplasm,0.904945420481312
hsa_circ_0001346,circRNA,Homo sapiens,LAC cells,Cytoplasm,0.836757224078988
hsa_circ_0058106,circRNA,Homo sapiens,laryngeal cancer cells,Cytoplasm,0.694505649698505
hsa_circ_0058106,circRNA,Homo sapiens,laryngeal cancer cells,Nucleus,0.694505649698505
hsa_circ_0002269,circRNA,Homo sapiens,laryngeal squamous cell carcinoma (LSCC) cells,Extracellular exosome,0.694505649698505
hsa_circ_0093884,circRNA,Homo sapiens,liver cells,Nucleus,0.694505649698505
hsa_circ_0093884,circRNA,Homo sapiens,liver cells,Cytoplasm,0.904945420481312
hsa_circ_0098181,circRNA,Homo sapiens,liver paratumor tissues and HCC tissues,Cytoplasm,0.694505649698505
mmu_circ_0001662,circRNA,Mus musculus,liver tissues,Cytoplasm,0.694505649698505
hsa_circ_0003457,circRNA,Homo sapiens,LN229 and U87MG cells,Cytoplasm,0.836757224078988
hsa_circ_0001949,circRNA,Homo sapiens,LN229 cells,Cytoplasm,0.836757224078988
hsa_circ_0006174,circRNA,Homo sapiens,LoVo and HCT116 cells,Extracellular exosome,0.694505649698505
hsa_circ_0001361,circRNA,Homo sapiens,LoVo and HCT116 cells,Cytoplasm,0.836757224078988
hsa_circ_0002099,circRNA,Homo sapiens,LoVo and SW620 cells,Nucleus,0.836757224078988
hsa_circ_0002104,circRNA,Homo sapiens,LSCC cells,Extracellular exosome,0.694505649698505
hsa_circ_0002638,circRNA,Homo sapiens,LUAD cell lines (A549 and H1299),Cytoplasm,0.694505649698505
hsa_circ_0006427,circRNA,Homo sapiens,LUAD cell lines (A549|Calu3|H1299|SPC-A1),Cytoplasm,0.694505649698505
hsa_circ_0000013,circRNA,Homo sapiens,LUAD cell lines (A549|SPCA1),Cytoplasm,0.836757224078988
hsa_circ_0001681,circRNA,Homo sapiens,Lung adenocarcinoma (LAD) tissues,Nucleus,0.836757224078988
hsa_circ_0001681,circRNA,Homo sapiens,Lung adenocarcinoma (LAD) tissues,Cytoplasm,0.836757224078988
hsa_circ_0020710,circRNA,Homo sapiens,lung cancer cell lines (A549 and NCI-H292),Cytoplasm,0.694505649698505
hsa_circ_0000064,circRNA,Homo sapiens,Lung cancer cell lines (A549|H1229),Cytoplasm,0.694505649698505
hsa_circ_0005624,circRNA,Homo sapiens,lung cancer cells,Cytoplasm,0.836757224078988
hsa_circ_0001320,circRNA,Homo sapiens,lung cancer cells,Cytoplasm,0.836757224078988
hsa_circ_0003452,circRNA,Homo sapiens,lung cancer cells,Cytoplasm,0.694505649698505
mmu_circ_0000057,circRNA,Mus musculus,Lung fibroblast cell line (L929),Cytoplasm,0.694505649698505
mmu_circ_0000949,circRNA,Mus musculus,Lung fibroblast cell line (L929),Cytoplasm,0.694505649698505
mmu_circ_0001498,circRNA,Mus musculus,lung tissue,Cytoplasm,0.694505649698505
mmu_circ_0000254,circRNA,Mus musculus,lung tissues,Nucleus,0.694505649698505
circRNA_3079,circRNA,Gallus gallus,"lung, spleen, lymph and bursa of fabricius",Cytoplasm,0.694505649698505
hsa_circ_0008882,circRNA,Homo sapiens,LX-2 cells,Mitochondrion,0.836757224078988
hsa_circ_0089761,circRNA,Homo sapiens,LX-2 cells,Mitochondrion,0.836757224078988
hsa_circ_0089762,circRNA,Homo sapiens,LX-2 cells,Mitochondrion,0.836757224078988
hsa_circ_0089763,circRNA,Homo sapiens,LX-2 cells,Mitochondrion,0.836757224078988
hsa_circ_0008882,circRNA,Homo sapiens,LX-2 cells,Cytoplasm,0.836757224078988
hsa_circ_0089761,circRNA,Homo sapiens,LX-2 cells,Cytoplasm,0.836757224078988
hsa_circ_0089762,circRNA,Homo sapiens,LX-2 cells,Cytoplasm,0.836757224078988
hsa_circ_0089763,circRNA,Homo sapiens,LX-2 cells,Cytoplasm,0.836757224078988
hsa_circ_0002209,circRNA,Homo sapiens,LX-2 cells,Cytoplasm,0.694505649698505
hsa_circ_0061133,circRNA,Homo sapiens,LX2 cells,Cytoplasm,0.836757224078988
mmu_circ_0001388,circRNA,Mus musculus,M0 and M2 macrophage,Extracellular exosome,0.694505649698505
mmu_circ_0000250,circRNA,Mus musculus,M0 and M2 macrophage,Extracellular exosome,0.694505649698505
mmu_circ_0001468,circRNA,Mus musculus,M0 and M2 macrophage,Extracellular exosome,0.694505649698505
mmu_circ_0001090,circRNA,Mus musculus,M0 and M2 macrophage,Extracellular exosome,0.694505649698505
mmu_circ_0001774,circRNA,Mus musculus,M0 and M2 macrophage,Extracellular exosome,0.694505649698505
mmu_circ_0006764,circRNA,Mus musculus,M0 and M2 macrophage,Extracellular exosome,0.694505649698505
mmu_circ_0001053,circRNA,Mus musculus,M0 and M2 macrophage,Extracellular exosome,0.694505649698505
mmu_circ_0001732,circRNA,Mus musculus,M0 and M2 macrophage,Extracellular exosome,0.694505649698505
mmu_circ_0000713,circRNA,Mus musculus,M0 and M2 macrophage,Extracellular exosome,0.694505649698505
mmu_circ_0000905,circRNA,Mus musculus,M0 and M2 macrophage,Extracellular exosome,0.694505649698505
mmu_circ_0001386,circRNA,Mus musculus,M0 and M2 macrophage,Cytoplasm,0.694505649698505
hsa_circ_0006479,circRNA,Homo sapiens,M1 and M2 macrophages,Cytoplasm,0.694505649698505
hsa_circ_0007496,circRNA,Homo sapiens,M2 HCM3 and hBMECs,Cytoplasm,0.694505649698505
hsa_circ_0001610,circRNA,Homo sapiens,M2-polarized macrophages and Ishikawa cells,Cytoplasm,0.694505649698505
mmu_circ_mSCAR,circRNA,Mus musculus,macrophages,Mitochondrion,0.694505649698505
mmu_circ_0000451,circRNA,Mus musculus,macrophages,Cytoplasm,0.694505649698505
mmu_circ_0001711,circRNA,Mus musculus,macrophages,Cytoplasm,0.694505649698505
hsa_circ_0001408,circRNA,Homo sapiens,macrophages,Cytoplasm,0.694505649698505
circ_015343,circRNA,Ovis aries,mammary epithelial cells,Cytoplasm,0.694505649698505
circ_015343,circRNA,Ovis aries,mammary epithelial cells,Nucleus,0.694505649698505
BTBD7,circRNA,Bos taurus,mature adipocytes,Cytoplasm,0.694505649698505
hsa_circ_0000467,circRNA,Homo sapiens,MB-231 cells,Extracellular exosome,0.890460238360382
hsa_circ_0062558,circRNA,Homo sapiens,MCF-10A cells|MDA-MB-231/LR and MCF-7/LR cells,Cytoplasm,0.836757224078988
hsa_circ_0001791,circRNA,Homo sapiens,MCF-7 and MDA-MB-231 cells,Cytoplasm,0.694505649698505
hsa_circ_0000517,circRNA,Homo sapiens,MCF-7 and MDA-MB-231 cells,Cytoplasm,0.694505649698505
hsa_circ_0000620,circRNA,Homo sapiens,MCF-7 and MDA-MB-231 cells,Cytoplasm,0.904945420481312
hsa_circ_0008365,circRNA,Homo sapiens,MCF-7 and MDA-MB-468 cells,Cytoplasm,0.836757224078988
hsa_circ_0001180,circRNA,Homo sapiens,MCF-7 cells,Cytoplasm,0.836757224078988
hsa_circ_0005336,circRNA,Homo sapiens,MCF-7 cells,Nucleus,0.836757224078988
hsa_circ_0086368,circRNA,Homo sapiens,"MCF-7, MDA-MB-231 and MCF-10A",Cytoplasm,0.694505649698505
hsa_circ_0085495,circRNA,Homo sapiens,MCF-7/ADM and MDA-MB-231/ADM cells,Cytoplasm,0.836757224078988
hsa_circ_0001667,circRNA,Homo sapiens,MCF-7/ADM and MDA-MB-231/ADM cells,Cytoplasm,0.694505649698505
hsa_circ_0000284,circRNA,Homo sapiens,MCF7 and BT20 cells,Cytoplasm,0.943641791621929
hsa_circ_0000284,circRNA,Homo sapiens,MCF7 and BT20 cells,Nucleus,0.904945420481312
hsa_circ_0005043,circRNA,Homo sapiens,MCF7 and BT474 cells,Cytoplasm,0.694505649698505
hsa_circ_0024091,circRNA,Homo sapiens,MCF7 cells,Cytosol,0.694505649698505
hsa_circ_0004552,circRNA,Homo sapiens,MDA-231and MDA-468 cells,Cytoplasm,0.836757224078988
hsa_circ_0006404,circRNA,Homo sapiens,MDA-MB-231 and HCC1937 cells,Cytoplasm,0.836757224078988
hsa_circ_0080220,circRNA,Homo sapiens,MDA-MB-231 and MCF-7 cells,Cytoplasm,0.943641791621929
hsa_circ_0120471,circRNA,Homo sapiens,MDA-MB-231 and MCF-7 cells,Nucleus,0.694505649698505
hsa_circ_0120471,circRNA,Homo sapiens,MDA-MB-231 and MCF-7 cells,Cytoplasm,0.694505649698505
hsa_circ_0000511,circRNA,Homo sapiens,MDA-MB-231 and MCF-7 cells,Cytoplasm,0.943641791621929
hsa_circ_0000854,circRNA,Homo sapiens,MDA-MB-231 and MDA-MB-468 cells,Cytoplasm,0.694505649698505
hsa_circ_0000879,circRNA,Homo sapiens,MDA-MB-231 and MDA-MB-468 cells,Cytoplasm,0.836757224078988
hsa_circ_0001982,circRNA,Homo sapiens,MDA-MB-231 and MDA-MB-468 cells,Cytoplasm,0.694505649698505
hsa_circ_0004623,circRNA,Homo sapiens,MDA-MB-231 and SKBR3 cells,Cytoplasm,0.836757224078988
hsa_circ_0004623,circRNA,Homo sapiens,MDA-MB-231 cells,Cytoplasm,0.836757224078988
hsa_circ_0004623,circRNA,Homo sapiens,MDA-MB-231 cells,Extracellular exosome,0.694505649698505
hsa_circ_0080220,circRNA,Homo sapiens,MDA-MB-231 cells and MDA-MB-4468 cells,Cytoplasm,0.943641791621929
hsa_circ_0000284,circRNA,Homo sapiens,MDA-MB-231/PTX and MCF-7/PTX cells,Cytoplasm,0.943641791621929
hsa_circ_0076611,circRNA,Homo sapiens,MDA-MB-468 cells,Perinuclear,0.694505649698505
hsa_circ_0076611,circRNA,Homo sapiens,MDA-MB-468 cells,Nucleolus,0.694505649698505
hsa_circ_0069100,circRNA,Homo sapiens,MDA231 and MDA468 TNBC(Triple-negative breast cancer) cell lines,Nucleus,0.904945420481312
hsa_circ_0069100,circRNA,Homo sapiens,MDA231 and MDA468 TNBC(Triple-negative breast cancer) cell lines,Cytoplasm,0.836757224078988
hsa_circ_0005236,circRNA,Homo sapiens,ME-180 and SiHa cells,Cytoplasm,0.836757224078988
hsa_circ_0005598,circRNA,Homo sapiens,melanoma cells (A375 and A2058),Cytoplasm,0.694505649698505
hsa_circ_0000615,circRNA,Homo sapiens,melanoma cells (HMY-1 and A875),Cytoplasm,0.943641791621929
hsa_circ_0103232,circRNA,Homo sapiens,melanoma cells (SKMel1 and A375 cells) and normal human epidermal melanocytes,Cytoplasm,0.694505649698505
hsa_circ_0125310,circRNA,Homo sapiens,mesangial cells (MCs),Extracellular exosome,0.694505649698505
hsa_circ_0001805,circRNA,Homo sapiens,MG-63 and SAOS-2 cells,Nucleus,0.836757224078988
hsa_circ_0001805,circRNA,Homo sapiens,MG-63 and SAOS-2 cells,Cytoplasm,0.932913100536013
hsa_circ_0009722,circRNA,Homo sapiens,MGC-803 cells,Cytoplasm,0.836757224078988
hsa_circ_0009722,circRNA,Homo sapiens,MGC-803 cells,Nucleus,0.836757224078988
mmu_circ_0000382,circRNA,Mus musculus,mice spinal cord and HT22 cells,Cytoplasm,0.694505649698505
mmu_circ_0000942,circRNA,Mus musculus,MIN6 cell,Cytoplasm,0.932913100536013
mmu_circ_0000942,circRNA,Mus musculus,MIN6 cells,Cytoplasm,0.932913100536013
hsa_circ_0003763,circRNA,Homo sapiens,MKN45 and AGS cells,Nucleus,0.694505649698505
hsa_circ_0000190,circRNA,Homo sapiens,MM cell lines (MM.1S|NCI-H929),Cytoplasm,0.904945420481312
hsa_circ_0007841,circRNA,Homo sapiens,MM cell lines (RPMI-8226 and U266),Cytoplasm,0.694505649698505
hsa_circ_0000592,circRNA,Homo sapiens,MNNG-induced malignant-transformed GES-1-T cells,Cytoplasm,0.694505649698505
hsa_circ_0002017,circRNA,Homo sapiens,MNNG/HOS and U2OS and MG63 cells,Cytoplasm,0.932913100536013
hsa_circ_0009135,circRNA,Homo sapiens,monocytes,Cytoplasm,0.694505649698505
hsa_circ_0088152,circRNA,Homo sapiens,monocytes,Extracellular vesicle,0.694505649698505
hsa_circ_0000375,circRNA,Homo sapiens,monocytes,Extracellular vesicle,0.795006069178413
hsa_circ_0063331,circRNA,Homo sapiens,monocytes,Extracellular vesicle,0.795006069178413
hsa_circ_0063332,circRNA,Homo sapiens,monocytes,Extracellular vesicle,0.694505649698505
hsa_circ_0048131,circRNA,Homo sapiens,monocytes,Extracellular vesicle,0.694505649698505
hsa_circ_0070762,circRNA,Homo sapiens,monocytes,Extracellular vesicle,0.694505649698505
hsa_circ_0070761,circRNA,Homo sapiens,monocytes,Extracellular vesicle,0.694505649698505
hsa_circ_0048121,circRNA,Homo sapiens,monocytes,Extracellular vesicle,0.694505649698505
hsa_circ_0026102,circRNA,Homo sapiens,monocytes,Extracellular vesicle,0.694505649698505
mmu_circ_0001589,circRNA,Mus musculus,motor neurons (MNs),Cell body,0.694505649698505
mmu_circ_0001589,circRNA,Mus musculus,motor neurons (MNs),Neurite,0.694505649698505
mmu_circ_0001291,circRNA,Mus musculus,mouse bone marrow mesenchymal stem cell (mBMSC),Nucleus,0.836757224078988
mmu_circ_0000611,circRNA,Mus musculus,mouse cardiomyocytes HL-1 cells,Cytoplasm,0.694505649698505
mmu_circ_0002206,circRNA,Mus musculus,Mouse embryo fibroblasts,Nucleus,0.694505649698505
mmu_circ_0000375,circRNA,Mus musculus,mouse hippocampal neuronal cell line HT22 cells,Cytoplasm,0.694505649698505
mmu_circ_0000650,circRNA,Mus musculus,Mouse mesangial cells (MCs),Nucleus,0.836757224078988
mmu_circ_0009559,circRNA,Mus musculus,mouse mesangial cells (MMCs),Cytoplasm,0.904945420481312
mmu_circ_0000271,circRNA,Mus musculus,mouse vascular smooth muscle cells (VSMCs),Cytoplasm,0.836757224078988
hsa_circ_0004944,circRNA,Homo sapiens,MRC-5 cells,Cytoplasm,0.836757224078988
hsa_circ_0001451,circRNA,Homo sapiens,MSCs,Cytoplasm,0.694505649698505
hsa_circ_0001451,circRNA,Homo sapiens,MSCs,Extracellular exosome,0.795006069178413
hsa_circ_0001103,circRNA,Homo sapiens,MSCs,Cytoplasm,0.836757224078988
hsa_circ_0001103,circRNA,Homo sapiens,MSCs,Nucleus,0.836757224078988
hsa_circ_0038632,circRNA,Homo sapiens,MSTO-211H and H2052 cells,Cytoplasm,0.836757224078988
Foxk2,circRNA,Mus musculus,murine chondrocyte,Cytoplasm,0.836757224078988
mmu_circ_LARP1B,circRNA,Mus musculus,murine Hepa1-6 cells,Cytoplasm,0.836757224078988
USP13,circRNA,Capra hircus,myoblasts,Cytoplasm,0.694505649698505
USP13,circRNA,Capra hircus,myoblasts,Nucleus,0.694505649698505
circ2388,circRNA,Bos taurus,myoblasts,Cytoplasm,0.836757224078988
SVIL,circRNA,Bos taurus,myoblasts,Nucleus,0.836757224078988
SVIL,circRNA,Bos taurus,myoblasts,Cytoplasm,0.836757224078988
SGCB,circRNA,Bos taurus,myoblasts,Cytoplasm,0.694505649698505
IGF2BP3,circRNA,Gallus gallus,myoblasts,Cytoplasm,0.836757224078988
IGF2BP3,circRNA,Gallus gallus,myoblasts,Nucleus,0.836757224078988
mmu_circ_0001583,circRNA,Mus musculus,N2A cells,Cytoplasm,0.836757224078988
mmu_circ_0003917,circRNA,Mus musculus,N2a cells,Cytoplasm,0.694505649698505
mmu_circ_0002373,circRNA,Mus musculus,N2a cells and hippocampus,Cytoplasm,0.836757224078988
mmu_circ_0005727,circRNA,Mus musculus,N3T3rd cells,Cytoplasm,0.836757224078988
mmu_circ_0067835,circRNA,Mus musculus,nasal epithelial cell (NEpC),Nucleus,0.694505649698505
mmu_circ_0067835,circRNA,Mus musculus,nasal epithelial cell (NEpC),Cytoplasm,0.694505649698505
hsa_circ_0001900,circRNA,Homo sapiens,nasopharyngeal carcinoma (NPC) cells,Cytoplasm,0.932913100536013
hsa_circ_0005224,circRNA,Homo sapiens,nasopharyngeal carcinoma (NPC) cells,Cytoplasm,0.694505649698505
hsa_circ_0007552,circRNA,Homo sapiens,nasopharyngeal carcinoma (NPC) cells,Cytoplasm,0.836757224078988
hsa_circ_0007552,circRNA,Homo sapiens,nasopharyngeal carcinoma (NPC) cells,Nucleus,0.836757224078988
hsa_circ_0005264,circRNA,Homo sapiens,nasopharyngeal carcinoma (NPC) cells,Cytoplasm,0.694505649698505
hsa_circ_0023179,circRNA,Homo sapiens,NCI-H226 and NCI-H1299 cell lines,Cytoplasm,0.694505649698505
hsa_circ_0023179,circRNA,Homo sapiens,NCI-H226 and NCI-H1299 cell lines,Nucleus,0.694505649698505
hsa_circ_0007112,circRNA,Homo sapiens,NCI-H3255 and A549 cells,Cytoplasm,0.836757224078988
Acbd6,circRNA,Rattus norvegicus,Neural stem cells (NSCs),Cytoplasm,0.694505649698505
mmu_circ_0004422,circRNA,Mus musculus,neuron,Cytoplasm,0.836757224078988
circ_01477,circRNA,Rattus norvegicus,neurons,Cytoplasm,0.694505649698505
rno_circ_014260,circRNA,Rattus norvegicus,neurons,Cytoplasm,0.836757224078988
hsa_circ_0001701,circRNA,Homo sapiens,neurons,Cytoplasm,0.836757224078988
mmu_circ_0000075,circRNA,Mus musculus,neurons,Cytoplasm,0.694505649698505
hsa_circ_0116449,circRNA,Homo sapiens,neurons,Cytoplasm,0.694505649698505
hsa_circ_0087371,circRNA,Homo sapiens,"NHA, U251, and U373",Cytoplasm,0.694505649698505
mmu_circ_0001052,circRNA,Mus musculus,NIH/3T3 cells,Nucleus,0.694505649698505
mmu_circ_0001052,circRNA,Mus musculus,NIH/3T3 cells,Cytoplasm,0.932913100536013
mmu_circ_0001704,circRNA,Mus musculus,NIH/3T3 cells,Nucleus,0.694505649698505
mmu_circ_0001704,circRNA,Mus musculus,NIH/3T3 cells,Cytoplasm,0.694505649698505
mmu_circ_0003002,circRNA,Mus musculus,NIH/3T3 cells,Nucleus,0.694505649698505
mmu_circ_0003002,circRNA,Mus musculus,NIH/3T3 cells,Cytoplasm,0.694505649698505
mmu_circ_0000271,circRNA,Mus musculus,NIH/3T3 cells,Nucleus,0.694505649698505
mmu_circ_0000271,circRNA,Mus musculus,NIH/3T3 cells,Cytoplasm,0.836757224078988
hsa_circ_0054229,circRNA,Homo sapiens,non-small cell lung cancers (NSCLCs) plasma,Extracellular vesicle,0.694505649698505
hsa_circ_0000615,circRNA,Homo sapiens,normal breast ductal epithelial cells and breast cancer cell lines,Extracellular exosome,0.694505649698505
hsa_circ_0002310,circRNA,Homo sapiens,Normal prostate cell line (WPMY-1)|PCa cell lines (22Rv1|DU145|LNCaP|PC3),Cytoplasm,0.836757224078988
hsa_circ_0069234,circRNA,Homo sapiens,NP cells,Cytoplasm,0.694505649698505
hsa_circ_0002487,circRNA,Homo sapiens,NPC cell lines,Cytoplasm,0.694505649698505
hsa_circ_0046263,circRNA,Homo sapiens,NPC cell lines (6-10B|CNE-1|CNE-2|SUNE-1|5-8F|HNE-1|C666-1)|NPC tissue,Cytoplasm,0.836757224078988
hsa_circ_0013561,circRNA,Homo sapiens,NPC tissues,Cytoplasm,0.694505649698505
hsa_circ_0048091,circRNA,Homo sapiens,NSCLC cell,Cytoplasm,0.836757224078988
hsa_circ_0018534,circRNA,Homo sapiens,NSCLC cell line (A549),Cytoplasm,0.694505649698505
hsa_circ_0000567,circRNA,Homo sapiens,NSCLC cell lines,Cytoplasm,0.694505649698505
hsa_circ_0000896,circRNA,Homo sapiens,NSCLC cell lines,Cytoplasm,0.836757224078988
hsa_circ_0000567,circRNA,Homo sapiens,NSCLC cell lines,Cytoplasm,0.694505649698505
hsa_circ_0022383,circRNA,Homo sapiens,NSCLC cell lines (H1299 and A549),Cytoplasm,0.836757224078988
hsa_circ_0003028,circRNA,Homo sapiens,NSCLC cell lines A-549 and NCI-H1299 cells,Cytoplasm,0.694505649698505
hsa_circ_0048856,circRNA,Homo sapiens,"NSCLC cell lines(A549, H1299 and SK-MES-1)",Extracellular exosome,0.694505649698505
hsa_circ_0001861,circRNA,Homo sapiens,NSCLC cells,Nucleus,0.694505649698505
hsa_circ_0001861,circRNA,Homo sapiens,NSCLC cells,Cytoplasm,0.694505649698505
circ-TLCD4-RWDD3,circRNA,Homo sapiens,NSCLC cells,Nucleus,0.836757224078988
circ-TLCD4-RWDD3,circRNA,Homo sapiens,NSCLC cells,Cytoplasm,0.836757224078988
hsa_circ_0001550,circRNA,Homo sapiens,NSCLC cells,Cytoplasm,0.836757224078988
hsa_circ_0008037,circRNA,Homo sapiens,NSCLC cells,Cytoplasm,0.694505649698505
hsa_circ_0004249,circRNA,Homo sapiens,NSCLC cells (A-549 and NCI-H1299),Cytoplasm,0.694505649698505
hsa_circ_0007597,circRNA,Homo sapiens,NSCLC cells (H1299 and PC9),Cytoplasm,0.836757224078988
hsa_circ_0001238,circRNA,Homo sapiens,NSCLC cells (PC9 and A549),Cytoplasm,0.836757224078988
hsa_circ_0000518,circRNA,Homo sapiens,NSCLC tissue,Cytoplasm,0.694505649698505
hsa_circ_0083756,circRNA,Homo sapiens,nucleus pulposus (NP) cells,Cytoplasm,0.836757224078988
hsa_circ_0004405,circRNA,Homo sapiens,nucleus pulposus (NP) cells,Cytoplasm,0.694505649698505
hsa_circ_0061851,circRNA,Homo sapiens,nucleus pulposus (NP) cells,Cytoplasm,0.694505649698505
hsa_circ_0102641,circRNA,Homo sapiens,nucleus pulposus cells (NPCs),Nucleus,0.836757224078988
hsa_circ_0003526,circRNA,Homo sapiens,nucleus pulposus cells (NPCs),Cytoplasm,0.694505649698505
hsa_circ_0040039,circRNA,Homo sapiens,nucleus pulposus cells (NPCs),Cytoplasm,0.694505649698505
hsa_circ_0004354,circRNA,Homo sapiens,nucleus pulposus cells (NPCs),Cytoplasm,0.694505649698505
hsa_circ_0000012,circRNA,Homo sapiens,OA chondrocytes,Cytoplasm,0.694505649698505
hsa_circ_0108960,circRNA,Homo sapiens,OC cell line (SKOV3),Cytoplasm,0.836757224078988
hsa_circ_0138660,circRNA,Homo sapiens,OC cell lines (A2780|HEY|HO8910|OVCAR3|SKOV3),Cytoplasm,0.836757224078988
hsa_circ_0056854,circRNA,Homo sapiens,OC cells (OVCAR3 and CAOV3),Cytoplasm,0.904945420481312
hsa_circ_0007292,circRNA,Homo sapiens,OPLL cells,Cytoplasm,0.836757224078988
hsa_circ_0004973,circRNA,Homo sapiens,oral squamous cell carcinoma (OSCC) cell,Cytoplasm,0.836757224078988
hsa_circ_0001161,circRNA,Homo sapiens,OS cell line (U2OS),Cytoplasm,0.694505649698505
hsa_circ_0000337,circRNA,Homo sapiens,OS cell lines (HOS|U2OS),Cytoplasm,0.694505649698505
hsa_circ_0002050,circRNA,Homo sapiens,OS cell lines (MG63 and U2OS cell lines),Cytoplasm,0.836757224078988
hsa_circ_0000253,circRNA,Homo sapiens,OS cell lines (MG63 and U2OS),Cytoplasm,0.836757224078988
hsa_circ_0006149,circRNA,Homo sapiens,OS cells,Cytoplasm,0.836757224078988
hsa_circ_0003137,circRNA,Homo sapiens,OS cells,Nucleus,0.836757224078988
hsa_circ_0001015,circRNA,Homo sapiens,OS cells,Cytoplasm,0.694505649698505
hsa_circ_0000419,circRNA,Homo sapiens,OS cells,Cytoplasm,0.836757224078988
hsa_circ_0103801,circRNA,Homo sapiens,OS cells,Extracellular exosome,0.795006069178413
hsa_circ_0002692,circRNA,Homo sapiens,OS cells,Cytoplasm,0.694505649698505
hsa_circ_0001666,circRNA,Homo sapiens,OS cells,Cytoplasm,0.904945420481312
hsa_circ_0000284,circRNA,Homo sapiens,OS cells (HOS and U2OS cells),Cytoplasm,0.943641791621929
hsa_circ_0001177,circRNA,Homo sapiens,OS cells (MG63 and HOS),Cytoplasm,0.836757224078988
hsa_circ_0000061,circRNA,Homo sapiens,OSCC cell lines (SCC-15 and CAL-27),Cytoplasm,0.694505649698505
hsa_circ_0002766,circRNA,Homo sapiens,OSCC cell lines HSC-3 and HN12 cells,Cytoplasm,0.836757224078988
hsa_circ_0068162,circRNA,Homo sapiens,OSCC cells,Cytoplasm,0.836757224078988
hsa_circ_0069313,circRNA,Homo sapiens,OSCC cells,Extracellular exosome,0.795006069178413
hsa_circ_0008172,circRNA,Homo sapiens,osteoarthritis fibroblast-like synoviocytes (OA-FLS),Cytoplasm,0.694505649698505
hsa_circ_0002485,circRNA,Homo sapiens,osteoblasts,Nucleus,0.694505649698505
hsa_circ_0002485,circRNA,Homo sapiens,osteoblasts,Cytoplasm,0.694505649698505
hsa_circ_0001222,circRNA,Homo sapiens,ovarian cancer cells,Cytoplasm,0.904945420481312
hsa_circ_0001523,circRNA,Homo sapiens,ovarian cancer cells,Cytoplasm,0.694505649698505
hsa_circ_0020093,circRNA,Homo sapiens,ovarian cancer cells,Cytoplasm,0.694505649698505
hsa_circ_0061140,circRNA,Homo sapiens,ovarian cancer cells,Cytoplasm,0.694505649698505
hsa_circ_0001306,circRNA,Homo sapiens,Ovarian.Follicle.Fluid,Extracellular exosome,0.396358685090047
hsa_circ_0001077,circRNA,Homo sapiens,Ovarian.Follicle.Fluid,Extracellular exosome,0.396358685090047
hsa_circ_0000752,circRNA,Homo sapiens,Ovarian.Follicle.Fluid,Extracellular exosome,0.795006069178413
hsa_circ_0001556,circRNA,Homo sapiens,Ovarian.Follicle.Fluid|Plasma,Extracellular exosome,0.396358685090047
hsa_circ_0001901,circRNA,Homo sapiens,Ovarian.Follicle.Fluid|Plasma,Extracellular exosome,0.396358685090047
hsa_circ_0001477,circRNA,Homo sapiens,Ovarian.Follicle.Fluid|Plasma|Serum,Extracellular exosome,0.396358685090047
hsa_circ_0001495,circRNA,Homo sapiens,Ovarian.Follicle.Fluid|Plasma|Serum,Extracellular exosome,0.396358685090047
hsa_circ_0001861,circRNA,Homo sapiens,Ovarian.Follicle.Fluid|Plasma|Urine,Extracellular exosome,0.396358685090047
INSR,circRNA,Ovis aries,ovine stromal vascular fractions (SVFs),Cytoplasm,0.694505649698505
hsa_circ_0092367,circRNA,Homo sapiens,PaCa-2 cells,Cytoplasm,0.694505649698505
Krt4,circRNA,Mus musculus,PAECs(pulmonary artery endothelial cell),Nucleus,0.836757224078988
Krt4,circRNA,Mus musculus,PAECs(pulmonary artery endothelial cell),Cytoplasm,0.836757224078988
hsa_circ_0035428,circRNA,Homo sapiens,PANC-1 and BxPC-3 cells,Cytoplasm,0.836757224078988
hsa_circ_0035428,circRNA,Homo sapiens,PANC-1 and BxPC-3 cells,Nucleus,0.836757224078988
hsa_circ_0012634,circRNA,Homo sapiens,PANC-1 and Capan-2 cells,Cytoplasm,0.694505649698505
hsa_circ_0000971,circRNA,Homo sapiens,PANC-1 and SW1990 cells,Cytoplasm,0.904945420481312
hsa_circ_0000971,circRNA,Homo sapiens,PANC-1 and SW1990 cells,Nucleus,0.904945420481312
hsa_circ_0030167,circRNA,Homo sapiens,PANC-1 cells,Around the nucleus,0.694505649698505
hsa_circ_0004240,circRNA,Homo sapiens,"PANC-1, BxPC-3 and PDAC tissues",Cytoplasm,0.836757224078988
