RNA Symbol,RNA Category,Species,Tissue/Cell Line,Localization,Score
hsa_circ_0001320,circRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
hsa_circ_0000566,circRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
hsa_circ_0001187,circRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.795006069178413
hsa_circ_0004220,circRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
hsa_circ_0023919,circRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.795006069178413
hsa_circ_0001683,circRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
hsa_circ_0002190,circRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.795006069178413
hsa_circ_0006790,circRNA,Homo sapiens,BM-MSC,Extracellular exosome,0.694505649698505
hsa_circ_0005753,circRNA,Homo sapiens,BMSCs,Nucleus,0.836757224078988
hsa_circ_0005753,circRNA,Homo sapiens,BMSCs,Cytoplasm,0.836757224078988
hsa_circ_0114581,circRNA,Homo sapiens,BMSCs,Cytoplasm,0.694505649698505
hsa_circ_0001141,circRNA,Homo sapiens,BMSCs,Extracellular exosome,0.694505649698505
Lrrc8a,circRNA,Rattus norvegicus,BMSCs,Extracellular exosome,0.694505649698505
hsa_circ_0001342,circRNA,Homo sapiens,BMSCs,Cytoplasm,0.836757224078988
hsa_circ_0004771,circRNA,Homo sapiens,bone marrow mesenchymal stem cel (BMSC),Extracellular vesicle,0.795006069178413
mmu_circ_0001052,circRNA,Mus musculus,bone marrow mesenchymal stem cells (BMSCs),Extracellular exosome,0.694505649698505
Plod2,circRNA,Rattus norvegicus,bone marrow mesenchymal stem cells (BMSCs),Cytoplasm,0.836757224078988
hsa_circ_0014614,circRNA,Homo sapiens,bone marrow tissues,Extracellular exosome,0.795006069178413
hsa_circ_0001136,circRNA,Homo sapiens,bone marrow tissues,Extracellular exosome,0.815590988686444
hsa_circ_0002360,circRNA,Homo sapiens,bone marrow tissues,Extracellular exosome,0.795006069178413
hsa_circ_0001166,circRNA,Homo sapiens,Bone marrow-derived mesenchymal stem cells (BMSCs),Extracellular exosome,0.396358685090047
hsa_circ_0079230,circRNA,Homo sapiens,Bone marrow-derived mesenchymal stem cells (BMSCs),Extracellular exosome,0.396358685090047
hsa_circ_0039438,circRNA,Homo sapiens,Bone marrow-derived mesenchymal stem cells (BMSCs),Extracellular exosome,0.396358685090047
hsa_circ_0065618,circRNA,Homo sapiens,Bone marrow-derived mesenchymal stem cells (BMSCs),Extracellular exosome,0.396358685090047
hsa_circ_0060849,circRNA,Homo sapiens,Bone marrow-derived mesenchymal stem cells (BMSCs),Extracellular exosome,0.396358685090047
hsa_circ_0087557,circRNA,Homo sapiens,Bone marrow-derived mesenchymal stem cells (BMSCs),Extracellular exosome,0.396358685090047
hsa_circ_0000511,circRNA,Homo sapiens,Bone marrow-derived mesenchymal stem cells (BMSCs),Extracellular exosome,0.441906205517059
hsa_circ_0009127,circRNA,Homo sapiens,Bone marrow-derived mesenchymal stem cells (BMSCs),Extracellular exosome,0.396358685090047
hsa_circ_0000233,circRNA,Homo sapiens,Bone marrow-derived mesenchymal stem cells (BMSCs),Extracellular exosome,0.396358685090047
hsa_circ_0034255,circRNA,Homo sapiens,Bone marrow-derived mesenchymal stem cells (BMSCs),Extracellular exosome,0.396358685090047
hsa_circ_0064831,circRNA,Homo sapiens,Bone marrow-derived mesenchymal stem cells (BMSCs),Extracellular exosome,0.396358685090047
hsa_circ_0008806,circRNA,Homo sapiens,Bone marrow-derived mesenchymal stem cells (BMSCs),Extracellular exosome,0.396358685090047
hsa_circ_0034528,circRNA,Homo sapiens,Bone marrow-derived mesenchymal stem cells (BMSCs),Extracellular exosome,0.396358685090047
hsa_circ_0031900,circRNA,Homo sapiens,Bone marrow-derived mesenchymal stem cells (BMSCs),Extracellular exosome,0.396358685090047
hsa_circ_0078077,circRNA,Homo sapiens,Bone marrow-derived mesenchymal stem cells (BMSCs),Extracellular exosome,0.396358685090047
hsa_circ_0047391,circRNA,Homo sapiens,Bone marrow-derived mesenchymal stem cells (BMSCs),Extracellular exosome,0.396358685090047
hsa_circ_0001249,circRNA,Homo sapiens,Bone marrow-derived mesenchymal stem cells (BMSCs),Extracellular exosome,0.396358685090047
hsa_circ_0006756,circRNA,Homo sapiens,Bone marrow-derived mesenchymal stem cells (BMSCs),Extracellular exosome,0.396358685090047
hsa_circ_0004089,circRNA,Homo sapiens,Bone marrow-derived mesenchymal stem cells (BMSCs),Extracellular exosome,0.396358685090047
hsa_circ_0023676,circRNA,Homo sapiens,Bone marrow-derived mesenchymal stem cells (BMSCs),Extracellular exosome,0.396358685090047
hsa_circ_0001713,circRNA,Homo sapiens,Bone marrow-derived mesenchymal stem cells (BMSCs),Extracellular exosome,0.396358685090047
hsa_circ_0083895,circRNA,Homo sapiens,Bone marrow-derived mesenchymal stem cells (BMSCs),Extracellular exosome,0.396358685090047
hsa_circ_0065188,circRNA,Homo sapiens,Bone marrow-derived mesenchymal stem cells (BMSCs),Extracellular exosome,0.396358685090047
hsa_circ_0007508,circRNA,Homo sapiens,Bone marrow-derived mesenchymal stem cells (BMSCs),Extracellular exosome,0.396358685090047
hsa_circ_0054872,circRNA,Homo sapiens,Bone marrow-derived mesenchymal stem cells (BMSCs),Extracellular exosome,0.396358685090047
hsa_circ_0005944,circRNA,Homo sapiens,Bone marrow-derived mesenchymal stem cells (BMSCs),Extracellular exosome,0.396358685090047
hsa_circ_0003139,circRNA,Homo sapiens,Bone marrow-derived mesenchymal stem cells (BMSCs),Extracellular exosome,0.795006069178413
hsa_circ_0001355,circRNA,Homo sapiens,Bone marrow-derived mesenchymal stem cells (BMSCs),Extracellular exosome,0.396358685090047
hsa_circ_0006393,circRNA,Homo sapiens,Bone mesenchymal stem cells,Cytoplasm,0.694505649698505
hsa_circ_0006393,circRNA,Homo sapiens,Bone mesenchymal stem cells,Nucleus,0.694505649698505
hsa_circ_0004999,circRNA,Homo sapiens,Bone mesenchymal stem cells,Cytoplasm,0.694505649698505
Nkd2,circRNA,Rattus norvegicus,bone mesenchymal stem cells (BMSC),Extracellular exosome,0.795006069178413
hsa_circ_0066523,circRNA,Homo sapiens,bone mesenchymal stem cells (BMSCs),Nucleus,0.694505649698505
hsa_circ_0066523,circRNA,Homo sapiens,bone mesenchymal stem cells (BMSCs),Cytoplasm,0.694505649698505
hsa_circ_0037108,circRNA,Homo sapiens,brain microvascular endothelial cells (BMVECs),Extracellular vesicle,0.396358685090047
hsa_circ_0000495,circRNA,Homo sapiens,brain microvascular endothelial cells (BMVECs),Extracellular vesicle,0.396358685090047
hsa_circ_0003793,circRNA,Homo sapiens,brain microvascular endothelial cells (BMVECs),Extracellular vesicle,0.396358685090047
hsa_circ_0060551,circRNA,Homo sapiens,brain microvascular endothelial cells (BMVECs),Extracellular vesicle,0.396358685090047
hsa_circ_0008285,circRNA,Homo sapiens,brain microvascular endothelial cells (BMVECs),Extracellular vesicle,0.396358685090047
hsa_circ_0007783,circRNA,Homo sapiens,brain microvascular endothelial cells (BMVECs),Extracellular vesicle,0.396358685090047
hsa_circ_0085458,circRNA,Homo sapiens,brain microvascular endothelial cells (BMVECs),Extracellular vesicle,0.396358685090047
hsa_circ_0077096,circRNA,Homo sapiens,brain microvascular endothelial cells (BMVECs),Extracellular vesicle,0.396358685090047
hsa_circ_0004366,circRNA,Homo sapiens,brain microvascular endothelial cells (BMVECs),Extracellular vesicle,0.396358685090047
hsa_circ_0056264,circRNA,Homo sapiens,brain microvascular endothelial cells (BMVECs),Extracellular vesicle,0.396358685090047
GRIA1,circRNA,Macaca mulatta,Brain tissue,Nucleus,0.904945420481312
mmu_circ_0001329,circRNA,Mus musculus,brain tissue,Cytoplasm,0.694505649698505
mmu_circ_0001204,circRNA,Mus musculus,brain tissues,Cytoplasm,0.694505649698505
circ-DUS2,circRNA,Homo sapiens,brain vascular smooth muscle cells,Cytoplasm,0.694505649698505
hsa_circ_0000284,circRNA,Homo sapiens,breast cancer (BC) cells,Extracellular exosome,0.936216130089154
hsa_circ_0000350,circRNA,Homo sapiens,Breast cancer cell line (MCF-7),Nucleus,0.694505649698505
hsa_circ_0052112,circRNA,Homo sapiens,Breast cancer cell line (MDA-MB-231),Cytoplasm,0.836757224078988
hsa_circ_0072995,circRNA,Homo sapiens,Breast cancer cell line (MDA-MB-231),Cytoplasm,0.694505649698505
hsa_circ_0072995,circRNA,Homo sapiens,Breast cancer cell line (MDA-MB-231),Nucleus,0.694505649698505
hsa_circ_0000828,circRNA,Homo sapiens,Breast cancer cell line (MDA-MB-231),Cytoplasm,0.932913100536013
CREIT,circRNA,Homo sapiens,breast cancer cell lines (MDA-MB-231 and MDA-MB-468),Cytoplasm,0.836757224078988
Dock7,circRNA,Rattus norvegicus,BRL cells,Cytoplasm,0.694505649698505
hsa_circ_0000782,circRNA,Homo sapiens,bronchial epithelial (16HBE) cells,Cytoplasm,0.836757224078988
hsa_circ_0008717,circRNA,Homo sapiens,bronchial epithelial cells BEAS-2B and NSCLC cells,Extracellular exosome,0.694505649698505
hsa_circ_0009128,circRNA,Homo sapiens,bronchoalveolar lavage fluid (BALF),Extracellular exosome,0.795006069178413
hsa_circ_0104034,circRNA,Homo sapiens,bronchoalveolar lavage fluid (BALF),Extracellular exosome,0.815590988686444
hsa_circ_0104534,circRNA,Homo sapiens,bronchoalveolar lavage fluid (BALF),Extracellular exosome,0.815590988686444
hsa_circ_0002809,circRNA,Homo sapiens,bronchoalveolar lavage fluid (BALF),Extracellular exosome,0.815590988686444
hsa_circ_0102394,circRNA,Homo sapiens,bronchoalveolar lavage fluid (BALF),Extracellular exosome,0.815590988686444
hsa_circ_0042882,circRNA,Homo sapiens,bronchoalveolar lavage fluid (BALF),Extracellular exosome,0.795006069178413
hsa_circ_0008550,circRNA,Homo sapiens,bronchoalveolar lavage fluid (BALF),Extracellular exosome,0.795006069178413
hsa_circ_0000996,circRNA,Homo sapiens,Bronchoalveolar.lavage.fluid.sample|Cerebrospinal.fluid|Plasma|Serum,Extracellular exosome,0.396358685090047
hsa_circ_0006756,circRNA,Homo sapiens,Bronchoalveolar.lavage.fluid.sample|Cerebrospinal.fluid|Plasma|Serum,Extracellular exosome,0.396358685090047
hsa_circ_0001664,circRNA,Homo sapiens,Bronchoalveolar.lavage.fluid.sample|Plasma,Extracellular exosome,0.396358685090047
hsa_circ_0000610,circRNA,Homo sapiens,Bronchoalveolar.lavage.fluid.sample|Plasma,Extracellular exosome,0.396358685090047
hsa_circ_0000565,circRNA,Homo sapiens,Bronchoalveolar.lavage.fluid.sample|Plasma|Serum|Sputum,Extracellular exosome,0.396358685090047
mmu_circ_0000230,circRNA,Mus musculus,brown adipocytes,Cytoplasm,0.694505649698505
hsa_circ_0085533,circRNA,Homo sapiens,BT-20 and MDA-MB-231 cells,Cytoplasm,0.836757224078988
hsa_circ_0085533,circRNA,Homo sapiens,BT-20 and MDA-MB-231 cells,Nucleus,0.836757224078988
hsa_circ_0075043,circRNA,Homo sapiens,BT-549 and MDA-MB-231 cells,Cytoplasm,0.904945420481312
hsa_circ_0000816,circRNA,Homo sapiens,BT-549 cells,Nucleus,0.694505649698505
hsa_circ_0052582,circRNA,Homo sapiens,BT-549 or MDA-MB-231 cells,Cytoplasm,0.694505649698505
hsa_circ_0052582,circRNA,Homo sapiens,BT-549 or MDA-MB-231 cells,Nucleus,0.694505649698505
hsa_circ_0058113,circRNA,Homo sapiens,BT-549 or MDA-MB-231 cells,Cytoplasm,0.694505649698505
hsa_circ_0058113,circRNA,Homo sapiens,BT-549 or MDA-MB-231 cells,Nucleus,0.694505649698505
hsa_circ_0058148,circRNA,Homo sapiens,BT-549 or MDA-MB-231 cells,Nucleus,0.694505649698505
hsa_circ_0060551,circRNA,Homo sapiens,BT-549 or MDA-MB-231 cells,Nucleus,0.694505649698505
circ-β-TrCP,circRNA,Homo sapiens,BT474 and SKBR3 cells,Cytoplasm,0.836757224078988
hsa_circ_0071332,circRNA,Homo sapiens,BT474 and SKBR3 cells,Nucleus,0.694505649698505
hsa_circ_0071332,circRNA,Homo sapiens,BT474-Tr and SKBR3-Tr cells,Cytoplasm,0.694505649698505
mmu_circ_37492,circRNA,Mus musculus,BUMPT cells and renal tissue,Cytoplasm,0.694505649698505
mmu_circ_0000896,circRNA,Mus musculus,BV2 cells,Cytoplasm,0.694505649698505
mmu_circ_0006640,circRNA,Mus musculus,BV2 cells,Cytoplasm,0.694505649698505
hsa_circ_0050312,circRNA,Homo sapiens,BxPC-3/SW1990 cells,Cytoplasm,0.836757224078988
hsa_circ_0104595,circRNA,Homo sapiens,C28/I2 chondrocytes,Cytoplasm,0.694505649698505
mmu_circ_0001467,circRNA,Mus musculus,C2C12 myoblasts,Cytoplasm,0.904945420481312
hsa_circ_0023981,circRNA,Homo sapiens,CAFs and NFs,Cytoplasm,0.904945420481312
circ-PDHK1,circRNA,Homo sapiens,Caki-1 and 786-O cells,Cytoplasm,0.836757224078988
hsa_circ_0000869,circRNA,Homo sapiens,CAL27 and HN6 cells,Cytoplasm,0.836757224078988
hsa_circ_0000869,circRNA,Homo sapiens,CAL27 and HN6 cells,Nucleus,0.836757224078988
hsa_circ_0001470,circRNA,Homo sapiens,CAL27 and HSC3 cells,Cytoplasm,0.836757224078988
hsa_circ_0000284,circRNA,Homo sapiens,CAL51 cells,Nucleus,0.904945420481312
circ_0003418,circRNA,Populus tomentosa,callus,Nucleus,0.694505649698505
hsa_circ_0060967,circRNA,Homo sapiens,Calu3 and H1299 cells,Cytoplasm,0.694505649698505
hsa_circ_0088300,circRNA,Homo sapiens,Cancer-associated fibroblasts (CAF),Extracellular exosome,0.694505649698505
hsa_circ_0077890,circRNA,Homo sapiens,cancer-associated fibroblasts (CAFs),Cytoplasm,0.904945420481312
mmu_circ_0009767,circRNA,Mus musculus,cardiac fibroblasts,Cytoplasm,0.904945420481312
mmu_circ_0009767,circRNA,Mus musculus,cardiac fibroblasts,Nucleus,0.904945420481312
hsa_circ_0002104,circRNA,Homo sapiens,cardiac fibroblasts (CFs) cells,Cytoplasm,0.694505649698505
mmu_circ_0001572,circRNA,Mus musculus,cardiac fibroblasts (CFs) cells,Cytoplasm,0.836757224078988
mmu_circ_CNEACR,circRNA,Mus musculus,cardiomyocytes,Cytoplasm,0.836757224078988
mmu_circ_CNEACR,circRNA,Mus musculus,cardiomyocytes,Nucleus,0.836757224078988
mmu_circ_0007050,circRNA,Mus musculus,Cardiomyocytes,Cytoplasm,0.694505649698505
mmu_circ_FEACR,circRNA,Mus musculus,cardiomyocytes,Cytoplasm,0.694505649698505
mmu_circ_FEACR,circRNA,Mus musculus,cardiomyocytes,Nucleus,0.694505649698505
circLRP6,circRNA,Rattus norvegicus,cardiomyocytes,Nucleus,0.694505649698505
mmu_circ_0001704,circRNA,Mus musculus,cardiomyocytes,Cytoplasm,0.694505649698505
Rtn4,circRNA,Rattus norvegicus,cardiomyocytes,Cytoplasm,0.694505649698505
hsa_circ_0116795,circRNA,Homo sapiens,cardiomyocytes,Cytoplasm,0.694505649698505
hsa_circ_0007485,circRNA,Homo sapiens,Caski and C33A cells,Cytoplasm,0.694505649698505
hsa_circ_0009185,circRNA,Homo sapiens,CaSki and SiHa cells,Cytoplasm,0.694505649698505
hsa_circ_0074269,circRNA,Homo sapiens,CaSki cells and HeLa cells,Cytoplasm,0.694505649698505
circ-E7,circRNA,Homo sapiens,CaSki cells|HEK-293T cells,Cytoplasm,0.836757224078988
hsa_circ_0092339,circRNA,Homo sapiens,castration-resistant prostate cancer (CRPC) cell lines,Nucleus,0.694505649698505
hsa_circ_0106800,circRNA,Homo sapiens,CC cell lines (CaSKi|Hela),Cytoplasm,0.836757224078988
hsa_circ_0000423,circRNA,Homo sapiens,CC cell lines (HCT-116|LoVo),Cytoplasm,0.836757224078988
hsa_circ_0039787,circRNA,Homo sapiens,CC cells,Cytoplasm,0.694505649698505
hsa_circ_0007534,circRNA,Homo sapiens,CCLP-1 and QBC939 cells,Cytoplasm,0.836757224078988
hsa_circ_0002699,circRNA,Homo sapiens,"ccRCC cell line (786-O and ACHN), tRCC cell lines (UOK109 and UOK120) and normal cell lines (HK-2 and HEK293T)",Cytosol,0.904945420481312
hsa_circ_0002861,circRNA,Homo sapiens,ccRCC cells (786O and Caki-1),Nucleus,0.694505649698505
hsa_circ_0002861,circRNA,Homo sapiens,ccRCC cells (786O and Caki-1),Cytoplasm,0.694505649698505
hsa_circ_0000043,circRNA,Homo sapiens,ccRCC tissues,Cytoplasm,0.694505649698505
circdati,circRNA,Drosophila melanogaster,Cell line (DL1),Cytoplasm,0.836757224078988
dme_circ_0004063,circRNA,Drosophila melanogaster,Cell line (DL1),Cytoplasm,0.836757224078988
hsa_circ_0000722,circRNA,Homo sapiens,Cell line (HeLa),Cytoplasm,0.694505649698505
hsa_circ_0001900,circRNA,Homo sapiens,Cell line (HeLa),Nucleus,0.836757224078988
hsa_circ_0000722,circRNA,Homo sapiens,Cell line (HeLa),Cytoplasm,0.694505649698505
hsa_circ_0002484,circRNA,Homo sapiens,Cell line (HeLa),Cytoplasm,0.904945420481312
hsa_circ_0000066,circRNA,Homo sapiens,Cell line (HeLa),Cytoplasm,0.694505649698505
hsa_circ_0000255,circRNA,Homo sapiens,Cell line (HeLa),Cytoplasm,0.694505649698505
Circβ-catenin,circRNA,Homo sapiens,Cell line (Huh-7),Cytoplasm,0.694505649698505
hsa_circ_0000284,circRNA,Homo sapiens,cell lines (A498|786-O),Cytoplasm,0.943641791621929
hsa_circ_0067934,circRNA,Homo sapiens,Cell lines (ECA-109|KYSE-410|TE-1|TE-13),Cytoplasm,0.904945420481312
hsa_circ_0021769,circRNA,Homo sapiens,Cell lines (KYSE30|KYSE450)|Plasma,Cytoplasm,0.694505649698505
hsa_circ_0000828,circRNA,Homo sapiens,Cell lines (SW480|SW620),Cytoplasm,0.932913100536013
hsa_circ_0001749,circRNA,Homo sapiens,Cerebrospinal.fluid,Extracellular exosome,0.396358685090047
hsa_circ_0001523,circRNA,Homo sapiens,Cerebrospinal.fluid,Extracellular exosome,0.396358685090047
hsa_circ_0000998,circRNA,Homo sapiens,Cerebrospinal.fluid,Extracellular exosome,0.396358685090047
hsa_circ_0001561,circRNA,Homo sapiens,Cerebrospinal.fluid,Extracellular exosome,0.396358685090047
hsa_circ_0000284,circRNA,Homo sapiens,Cerebrospinal.fluid|Ovarian.Follicle.Fluid|Plasma|Serum|Urine,Extracellular exosome,0.936216130089154
hsa_circ_0000512,circRNA,Homo sapiens,Cerebrospinal.fluid|Plasma,Extracellular exosome,0.428658357070095
hsa_circ_0001924,circRNA,Homo sapiens,Cerebrospinal.fluid|Plasma,Extracellular exosome,0.396358685090047
hsa_circ_0000488,circRNA,Homo sapiens,Cerebrospinal.fluid|Plasma,Extracellular exosome,0.396358685090047
hsa_circ_0000092,circRNA,Homo sapiens,Cerebrospinal.fluid|Plasma,Extracellular exosome,0.396358685090047
hsa_circ_0000652,circRNA,Homo sapiens,Cerebrospinal.fluid|Plasma|Seminal.fluid|Serum|Urine,Extracellular exosome,0.396358685090047
hsa_circ_0000705,circRNA,Homo sapiens,Cerebrospinal.fluid|Plasma|Serum,Extracellular exosome,0.396358685090047
hsa_circ_0000511,circRNA,Homo sapiens,Cerebrospinal.fluid|Plasma|Serum,Extracellular exosome,0.441906205517059
hsa_circ_0001676,circRNA,Homo sapiens,Cerebrospinal.fluid|Plasma|Serum,Extracellular exosome,0.396358685090047
hsa_circ_0001834,circRNA,Homo sapiens,Cerebrospinal.fluid|Plasma|Serum,Extracellular exosome,0.396358685090047
hsa_circ_0001801,circRNA,Homo sapiens,Cerebrospinal.fluid|Plasma|Serum,Extracellular exosome,0.795006069178413
hsa_circ_0002809,circRNA,Homo sapiens,Cerebrospinal.fluid|Plasma|Serum|Urine,Extracellular exosome,0.815590988686444
hsa_circ_0000880,circRNA,Homo sapiens,Cerebrospinal.fluid|Plasma|Serum|Urine,Extracellular exosome,0.795006069178413
hsa_circ_0001190,circRNA,Homo sapiens,Cerebrospinal.fluid|Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
hsa_circ_0000517,circRNA,Homo sapiens,Cerebrospinal.fluid|Serum,Extracellular exosome,0.396358685090047
hsa_circ_0001449,circRNA,Homo sapiens,Cerebrospinal.fluid|Serum,Extracellular exosome,0.795006069178413
hsa_circ_0000009,circRNA,Homo sapiens,Cerebrospinal.fluid|Serum|Urine,Extracellular exosome,0.396358685090047
hsa_circ_0001013,circRNA,Homo sapiens,Cerebrospinal.fluid|Sputum,Extracellular exosome,0.396358685090047
hsa_circ_0001946,circRNA,Homo sapiens,Cerebrospinal.fluid|Sputum,Extracellular exosome,0.82545835599294
hsa_circ_0001238,circRNA,Homo sapiens,cervical cancer (CC) cell,Cytoplasm,0.836757224078988
hsa_circ_0036602,circRNA,Homo sapiens,cervical cancer (CC) cells,Cytoplasm,0.836757224078988
hsa_circ_0000759,circRNA,Homo sapiens,cervical cancer (CC) cells,Cytoplasm,0.904945420481312
hsa_circ_0000759,circRNA,Homo sapiens,cervical cancer (CC) cells,Nucleus,0.694505649698505
hsa_circ_0005576,circRNA,Homo sapiens,Cervical cancer cell lines (HeLa|SiHa),Cytoplasm,0.836757224078988
hsa_circ_0058511,circRNA,Homo sapiens,Cervical cancer cell lines (HeLa|SiHa),Cytoplasm,0.694505649698505
hsa_circ_0000520,circRNA,Homo sapiens,cervical cancer cell lines (SiHa and Hela),Cytoplasm,0.836757224078988
PTPN4,circRNA,Gallus gallus,chicken primary myoblast (CPM),Cytoplasm,0.836757224078988
PLXNA2,circRNA,Gallus gallus,chicken primary myoblasts,Cytoplasm,0.694505649698505
PLXNA2,circRNA,Gallus gallus,chicken primary myoblasts,Nucleus,0.694505649698505
hsa_circ_0000838,circRNA,Homo sapiens,"CHILPs, ILCPs, and ILC3s",Nucleus,0.836757224078988
hsa_circ_0001846,circRNA,Homo sapiens,CHON-001 cells,Cytoplasm,0.836757224078988
hsa_circ_0001846,circRNA,Homo sapiens,CHON-001 cells,Nucleus,0.694505649698505
hsa_circ_0116061,circRNA,Homo sapiens,CHON-001 cells,Extracellular exosome,0.694505649698505
hsa_circ_0008365,circRNA,Homo sapiens,CHON-001 cells,Cytoplasm,0.836757224078988
hsa_circ_0136474,circRNA,Homo sapiens,CHON-001 cells,Cytoplasm,0.694505649698505
mmu_circ_0001052,circRNA,Mus musculus,chondrocytes,Cytoplasm,0.932913100536013
hsa_circ_0004773,circRNA,Homo sapiens,chondrocytes,Nucleus,0.694505649698505
hsa_circ_0004773,circRNA,Homo sapiens,chondrocytes,Cytoplasm,0.694505649698505
hsa_circ_0038467,circRNA,Homo sapiens,chondrocytes,Cytoplasm,0.836757224078988
