RNA Symbol,RNA Category,Species,Tissue/Cell Line,Localization,Score
LINC00345,lncRNA,Homo sapiens,Cerebrospinal.fluid|Plasma|Seminal.fluid|Sputum,Extracellular exosome,0.396358685090047
KLHL7-DT,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
DGUOK-AS1,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
KCNMA1-AS1,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
MIR29B2CHG,lncRNA,Homo sapiens,Plasma|Serum|Urine,Extracellular exosome,0.82545835599294
KDM4A-AS1,lncRNA,Homo sapiens,Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
C10orf71-AS1,lncRNA,Homo sapiens,Plasma|Urine,Extracellular exosome,0.396358685090047
UBOX5-AS1,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
DDX17,lncRNA,Homo sapiens,Amniotic.fluid|Cerebrospinal.fluid|Plasma|Urine,Extracellular exosome,0.396358685090047
LINC00583,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.428658357070095
LINC01433,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
CDH18-AS1,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
IBA57-DT,lncRNA,Homo sapiens,Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
LINC02068,lncRNA,Homo sapiens,Cerebrospinal.fluid|Ovarian.Follicle.Fluid|Plasma|Seminal.fluid|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
FAM215B,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
PDYN-AS1,lncRNA,Homo sapiens,Ovarian.Follicle.Fluid|Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
RAMP2-AS1,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
LINC02013,lncRNA,Homo sapiens,Plasma,Extracellular exosome,0.396358685090047
LINC02289,lncRNA,Homo sapiens,Urine,Extracellular exosome,0.396358685090047
LINC01247,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
DUBR,lncRNA,Homo sapiens,Amniotic.fluid|Bronchoalveolar.lavage.fluid.sample|Ovarian.Follicle.Fluid|Plasma|Seminal.fluid|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
LINC02517,lncRNA,Homo sapiens,Plasma|Seminal.fluid|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
LINC02360,lncRNA,Homo sapiens,Plasma|Serum,Extracellular exosome,0.396358685090047
KCTD21-AS1,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
LINC02090,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
LINC02472,lncRNA,Homo sapiens,Amniotic.fluid|Bronchoalveolar.lavage.fluid.sample|Cerebrospinal.fluid|Ovarian.Follicle.Fluid|Plasma|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
LINC01820,lncRNA,Homo sapiens,Cerebrospinal.fluid|Plasma|Serum,Extracellular exosome,0.396358685090047
LINC02103,lncRNA,Homo sapiens,Urine,Extracellular exosome,0.396358685090047
LINC01805,lncRNA,Homo sapiens,Plasma|Seminal.fluid|Serum|Urine,Extracellular exosome,0.396358685090047
NUTM2A-AS1,lncRNA,Homo sapiens,Bronchoalveolar.lavage.fluid.sample|Cerebrospinal.fluid|Plasma|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
LINC00972,lncRNA,Homo sapiens,Plasma,Extracellular exosome,0.396358685090047
LINC02476,lncRNA,Homo sapiens,Bronchoalveolar.lavage.fluid.sample|Cerebrospinal.fluid|Ovarian.Follicle.Fluid|Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
FAM245A,lncRNA,Homo sapiens,Plasma|Sputum|Urine,Extracellular exosome,0.396358685090047
LINC01299,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
CYP2U1-AS1,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
CARMN,lncRNA,Homo sapiens,Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
MAST4-AS1,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
MAP9-AS1,lncRNA,Homo sapiens,Plasma|Urine,Extracellular exosome,0.396358685090047
LINC02839,lncRNA,Homo sapiens,Cerebrospinal.fluid|Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
LINC01734,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
LINC02642,lncRNA,Homo sapiens,Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
LINC02547,lncRNA,Homo sapiens,Cerebrospinal.fluid|Plasma|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
EPS15-AS1,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
LOC105376805,lncRNA,Homo sapiens,Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
LINC01757,lncRNA,Homo sapiens,Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
SNHG25,lncRNA,Homo sapiens,Plasma,Extracellular exosome,0.396358685090047
LINC02022,lncRNA,Homo sapiens,Cerebrospinal.fluid|Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
LINC01980,lncRNA,Homo sapiens,Cerebrospinal.fluid|Plasma|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
LINC01095,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
MIR5689HG,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
LINC02050,lncRNA,Homo sapiens,Plasma|Urine,Extracellular exosome,0.396358685090047
GASAL1,lncRNA,Homo sapiens,Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
LINC01940,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
LINC02262,lncRNA,Homo sapiens,Cerebrospinal.fluid|Plasma|Urine,Extracellular exosome,0.396358685090047
LINC02377,lncRNA,Homo sapiens,Sputum,Extracellular exosome,0.396358685090047
LINC02172,lncRNA,Homo sapiens,Cerebrospinal.fluid|Plasma|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
SEC62-AS1,lncRNA,Homo sapiens,Bronchoalveolar.lavage.fluid.sample|Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
SAP30-DT,lncRNA,Homo sapiens,Bronchoalveolar.lavage.fluid.sample|Cerebrospinal.fluid|Ovarian.Follicle.Fluid|Plasma|Seminal.fluid|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
TTTY2,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
LINC02365,lncRNA,Homo sapiens,Amniotic.fluid|Plasma|Urine,Extracellular exosome,0.396358685090047
LINC00533,lncRNA,Homo sapiens,HEK293T cell line,Extracellular exosome,0.396358685090047
FAM135A-AS1,lncRNA,Homo sapiens,Plasma,Extracellular exosome,0.396358685090047
LINC01611,lncRNA,Homo sapiens,Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
LINC01611,lncRNA,Homo sapiens,Cerebrospinal.fluid|Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
LINC00339,lncRNA,Homo sapiens,Plasma|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
LINC02519,lncRNA,Homo sapiens,Plasma|Urine,Extracellular exosome,0.396358685090047
SOX2-OT,lncRNA,Homo sapiens,Cerebrospinal.fluid|Plasma|Serum|Urine,Extracellular exosome,0.90145991609349
SOX2-OT,lncRNA,Homo sapiens,Cerebrospinal.fluid|Plasma,Extracellular exosome,0.90145991609349
LINC02621,lncRNA,Homo sapiens,Plasma|Serum|Sputum,Extracellular exosome,0.396358685090047
SLC12A5-AS1,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
CAPN10-DT,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
LINC01409,lncRNA,Homo sapiens,Cerebrospinal.fluid|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
CCDC18-AS1,lncRNA,Homo sapiens,Plasma|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
LINC01409,lncRNA,Homo sapiens,Bronchoalveolar.lavage.fluid.sample|Plasma|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
LINC01409,lncRNA,Homo sapiens,Bronchoalveolar.lavage.fluid.sample|Cerebrospinal.fluid|Ovarian.Follicle.Fluid|Plasma|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
LINC02253,lncRNA,Homo sapiens,Plasma|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
LINC01738,lncRNA,Homo sapiens,Cerebrospinal.fluid|Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
FAM201A,lncRNA,Homo sapiens,Cerebrospinal.fluid|Ovarian.Follicle.Fluid|Plasma|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
MIR3663HG,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
LINC02406,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
FAM197Y7,lncRNA,Homo sapiens,Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
SCAMP1-AS1,lncRNA,Homo sapiens,Plasma|Serum,Extracellular exosome,0.396358685090047
LINC01228,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
DLG2-AS2,lncRNA,Homo sapiens,Plasma|Urine,Extracellular exosome,0.396358685090047
LNC-LBCS,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
PHOX2B-AS1,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
ZNF451-AS1,lncRNA,Homo sapiens,Amniotic.fluid|Cerebrospinal.fluid|Plasma|Seminal.fluid|Serum|Urine,Extracellular exosome,0.396358685090047
ZNF451-AS1,lncRNA,Homo sapiens,Plasma|Urine,Extracellular exosome,0.396358685090047
PABPC1L2B-AS1,lncRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
LAMTOR5,lncRNA,Homo sapiens,Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
LINC02005,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
CALML3-AS1,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
FOXD3-AS1,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.815590988686444
FRGCA,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
LINC01787,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
OIP5-AS1,lncRNA,Homo sapiens,Amniotic.fluid|Ovarian.Follicle.Fluid|Plasma|Seminal.fluid|Urine,Extracellular exosome,0.906732604208851
OIP5-AS1,lncRNA,Homo sapiens,Plasma|Seminal.fluid|Serum|Urine,Extracellular exosome,0.906732604208851
TTTY22,lncRNA,Homo sapiens,Plasma|Urine,Extracellular exosome,0.396358685090047
SPATA3-AS1,lncRNA,Homo sapiens,Cerebrospinal.fluid|Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
GRM7-AS3,lncRNA,Homo sapiens,Urine,Extracellular exosome,0.396358685090047
LINC01440,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.428658357070095
LINC01047,lncRNA,Homo sapiens,Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
FOXP1-IT1,lncRNA,Homo sapiens,Amniotic.fluid|Plasma|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
WSPAR,lncRNA,Homo sapiens,Amniotic.fluid|Cerebrospinal.fluid|Plasma|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
LINC02578,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
LINC00900,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
GAS6-DT,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
ST7-AS2,lncRNA,Homo sapiens,Amniotic.fluid|Plasma|Serum|Sputum|Urine,Extracellular exosome,0.82545835599294
DNAJC9-AS1,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
ST7-AS2,lncRNA,Homo sapiens,Amniotic.fluid|Ovarian.Follicle.Fluid|Plasma|Serum|Sputum|Urine,Extracellular exosome,0.82545835599294
DIRC3,lncRNA,Homo sapiens,Plasma|Sputum|Urine,Extracellular exosome,0.396358685090047
PGM5P4-AS1,lncRNA,Homo sapiens,Cerebrospinal.fluid|Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
LINC00847,lncRNA,Homo sapiens,Amniotic.fluid|Bronchoalveolar.lavage.fluid.sample|Cerebrospinal.fluid|Ovarian.Follicle.Fluid|Plasma|Seminal.fluid|Serum|Urine,Extracellular exosome,0.396358685090047
DNAJC27-AS1,lncRNA,Homo sapiens,Plasma|Serum,Extracellular exosome,0.396358685090047
PARM1-AS1,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
LINC01786,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
ANKRD34C-AS1,lncRNA,Homo sapiens,Ovarian.Follicle.Fluid|Plasma|Sputum|Urine,Extracellular exosome,0.396358685090047
LINC00882,lncRNA,Homo sapiens,Amniotic.fluid|Bronchoalveolar.lavage.fluid.sample|Cerebrospinal.fluid|Ovarian.Follicle.Fluid|Plasma|Seminal.fluid|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
SPATA42,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
LINC00659,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.815590988686444
TRHDE-AS1,lncRNA,Homo sapiens,Ovarian.Follicle.Fluid|Plasma|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
GASAL1,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
HAR1B,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
HAR1A,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
LINC01776,lncRNA,Homo sapiens,Cerebrospinal.fluid|Ovarian.Follicle.Fluid|Plasma|Seminal.fluid|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
LINC01838,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
SNHG9,lncRNA,Homo sapiens,Amniotic.fluid|Plasma|Sputum,Extracellular exosome,0.90145991609349
HAGLROS,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
CSRP3-AS1,lncRNA,Homo sapiens,Amniotic.fluid|Cerebrospinal.fluid|Ovarian.Follicle.Fluid|Plasma|Serum|Sputum,Extracellular exosome,0.396358685090047
BCAR4,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
TTN-AS1,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.815590988686444
ARHGAP15-AS1,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
LINC02027,lncRNA,Homo sapiens,Plasma|Urine,Extracellular exosome,0.396358685090047
IK,lncRNA,Homo sapiens,Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
MIR3936HG,lncRNA,Homo sapiens,Cerebrospinal.fluid|Plasma|Seminal.fluid|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
PGR-AS1,lncRNA,Homo sapiens,Cerebrospinal.fluid|Plasma|Serum,Extracellular exosome,0.396358685090047
ZEB1-AS1,lncRNA,Homo sapiens,Plasma|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
LINC02713,lncRNA,Homo sapiens,Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
LINC01777,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
MARCHF8,lncRNA,Homo sapiens,Bronchoalveolar.lavage.fluid.sample|Plasma|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
MARCHF8,lncRNA,Homo sapiens,Bronchoalveolar.lavage.fluid.sample|Plasma|Sputum|Urine,Extracellular exosome,0.396358685090047
GRPEL2-AS1,lncRNA,Homo sapiens,Urine,Extracellular exosome,0.396358685090047
LINC00374,lncRNA,Homo sapiens,Ovarian.Follicle.Fluid|Plasma|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
ARF4-AS1,lncRNA,Homo sapiens,Cerebrospinal.fluid|Ovarian.Follicle.Fluid|Plasma|Seminal.fluid|Serum|Urine,Extracellular exosome,0.396358685090047
TMC3-AS1,lncRNA,Homo sapiens,Plasma|Serum,Extracellular exosome,0.396358685090047
LINC01318,lncRNA,Homo sapiens,Plasma|Seminal.fluid|Urine,Extracellular exosome,0.396358685090047
NOP53-AS1,lncRNA,Homo sapiens,Ovarian.Follicle.Fluid|Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
LINC01259,lncRNA,Homo sapiens,Bronchoalveolar.lavage.fluid.sample|Plasma|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
LINC01683,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
LUADT1,lncRNA,Homo sapiens,Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
COTL1,lncRNA,Homo sapiens,Plasma|Seminal.fluid|Serum|Urine,Extracellular exosome,0.396358685090047
MIR122HG,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
TDRG1,lncRNA,Homo sapiens,Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
LINC01234,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
MIR31HG,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
CAVIN2-AS1,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
LINC01050,lncRNA,Homo sapiens,Amniotic.fluid|Cerebrospinal.fluid|Plasma|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
LINC01436,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
LINC02766,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
LINC02249,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
FAM182B,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
PRKAR2A-AS1,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
JPX,lncRNA,Homo sapiens,Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
MORF4L2-AS1,lncRNA,Homo sapiens,Bronchoalveolar.lavage.fluid.sample|Cerebrospinal.fluid|Plasma|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
JPX,lncRNA,Homo sapiens,Cerebrospinal.fluid|Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
JPX,lncRNA,Homo sapiens,Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
RASSF8-AS1,lncRNA,Homo sapiens,Plasma|Urine,Extracellular exosome,0.396358685090047
RASSF8-AS1,lncRNA,Homo sapiens,Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
LINC01280,lncRNA,Homo sapiens,Plasma|Urine,Extracellular exosome,0.396358685090047
LINC01841,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
HOXA11-AS,lncRNA,Homo sapiens,Plasma|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
HOXA11-AS,lncRNA,Homo sapiens,Cerebrospinal.fluid|Plasma|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
LINC00877,lncRNA,Homo sapiens,Plasma|Sputum|Urine,Extracellular exosome,0.396358685090047
LINC00994,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
TMED2-DT,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
TTTY19,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.428658357070095
CERS6-AS1,lncRNA,Homo sapiens,Urine,Extracellular exosome,0.396358685090047
STRADB,lncRNA,Homo sapiens,Bronchoalveolar.lavage.fluid.sample|Ovarian.Follicle.Fluid|Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
LINC00598,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
LINC01762,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
INO80-AS1,lncRNA,Homo sapiens,Bronchoalveolar.lavage.fluid.sample|Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
ELMO1-AS1,lncRNA,Homo sapiens,Plasma|Urine,Extracellular exosome,0.396358685090047
RAI1-AS1,lncRNA,Homo sapiens,Ovarian.Follicle.Fluid|Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
WDR86-AS1,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
LINC00554,lncRNA,Homo sapiens,Cerebrospinal.fluid|Ovarian.Follicle.Fluid|Plasma|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
LINC00558,lncRNA,Homo sapiens,Plasma|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
LINC00620,lncRNA,Homo sapiens,Cerebrospinal.fluid|Ovarian.Follicle.Fluid|Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
PDZRN3-AS1,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
RB1-DT,lncRNA,Homo sapiens,Bronchoalveolar.lavage.fluid.sample|Plasma|Urine,Extracellular exosome,0.396358685090047
LINC01747,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
FREM2-AS1,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
LINC00393,lncRNA,Homo sapiens,Plasma|Serum,Extracellular exosome,0.396358685090047
LINC01615,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
MYG1-AS1,lncRNA,Homo sapiens,Plasma|Seminal.fluid|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
IRF4,lncRNA,Homo sapiens,Amniotic.fluid|Plasma|Serum|Urine,Extracellular exosome,0.795006069178413
LINC02367,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
IRF4,lncRNA,Homo sapiens,Plasma|Serum|Urine,Extracellular exosome,0.795006069178413
CASC15,lncRNA,Homo sapiens,Cerebrospinal.fluid|Ovarian.Follicle.Fluid|Plasma|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
LINC02723,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
LPP-AS1,lncRNA,Homo sapiens,Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
LINC00942,lncRNA,Homo sapiens,Bronchoalveolar.lavage.fluid.sample|Ovarian.Follicle.Fluid|Plasma|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
TMEM132D-AS2,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
NDST1-AS1,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
LINC02505,lncRNA,Homo sapiens,Ovarian.Follicle.Fluid|Plasma|Serum|Sputum,Extracellular exosome,0.396358685090047
LINC00504,lncRNA,Homo sapiens,Plasma|Sputum,Extracellular exosome,0.396358685090047
LINC02549,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
ABCC5-AS1,lncRNA,Homo sapiens,Plasma|Urine,Extracellular exosome,0.396358685090047
CT66,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
CHRM3-AS1,lncRNA,Homo sapiens,Plasma|Sputum,Extracellular exosome,0.396358685090047
MINCR,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
NLGN1-AS1,lncRNA,Homo sapiens,Plasma,Extracellular exosome,0.396358685090047
LINC02185,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
FBXW7-AS1,lncRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
LINC02063,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
LINC02813,lncRNA,Homo sapiens,Plasma|Urine,Extracellular exosome,0.396358685090047
LINC02056,lncRNA,Homo sapiens,Cerebrospinal.fluid|Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
LINC02846,lncRNA,Homo sapiens,Cerebrospinal.fluid|Ovarian.Follicle.Fluid|Plasma|Seminal.fluid|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
GCSIR,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
LINC02415,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
PCDH9-AS2,lncRNA,Homo sapiens,Ovarian.Follicle.Fluid|Plasma|Serum|Sputum,Extracellular exosome,0.396358685090047
LINC02058,lncRNA,Homo sapiens,Cerebrospinal.fluid|Plasma|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
LINC00491,lncRNA,Homo sapiens,Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
MCPH1-AS1,lncRNA,Homo sapiens,Ovarian.Follicle.Fluid|Plasma,Extracellular exosome,0.396358685090047
LINC01607,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
LINC02030,lncRNA,Homo sapiens,Bronchoalveolar.lavage.fluid.sample|Plasma|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
YWHAZ,lncRNA,Homo sapiens,Bronchoalveolar.lavage.fluid.sample|Ovarian.Follicle.Fluid|Plasma|Seminal.fluid|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
LCP2,lncRNA,Homo sapiens,Cerebrospinal.fluid|Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
LINC02819,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
HLX-AS1,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
LINC02883,lncRNA,Homo sapiens,Plasma|Sputum|Urine,Extracellular exosome,0.396358685090047
LINC00636,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.815590988686444
PVT1,lncRNA,Homo sapiens,Cerebrospinal.fluid|Plasma|Serum|Sputum|Urine,Extracellular exosome,0.428658357070095
PVT1,lncRNA,Homo sapiens,Amniotic.fluid|Bronchoalveolar.lavage.fluid.sample|Cerebrospinal.fluid|Ovarian.Follicle.Fluid|Plasma|Serum|Sputum|Urine,Extracellular exosome,0.428658357070095
NEXN-AS1,lncRNA,Homo sapiens,Amniotic.fluid|Cerebrospinal.fluid|Ovarian.Follicle.Fluid|Plasma|Seminal.fluid|Serum|Sputum|Urine,Extracellular exosome,0.396358685090047
LINC00664,lncRNA,Homo sapiens,HEK293T cell line|plasma,Extracellular exosome,0.396358685090047
