RNA Symbol,RNA Category,Species,Tissue/Cell Line,Localization,Score
PRMT5-AS1,lncRNA,Homo sapiens,GM12878|H1.hESC,Cytosol,0.396358685090047
LINC00336,lncRNA,Homo sapiens,H1.hESC,Cytosol,0.396358685090047
HEIH,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HT1080|HUVEC|IMR.90|K562|MCF.7|NCI.H460|NHEK|SK.MEL.5|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
LIPE-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
CERS6-AS1,lncRNA,Homo sapiens,A549|H1.hESC|NCI.H460|SK.N.SH,Cytosol,0.396358685090047
ABHD15-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
A2M-AS1,lncRNA,Homo sapiens,A549|H1.hESC|HepG2|HT1080|HUVEC|IMR.90|MCF.7|NCI.H460|NHEK|SK.N.SH,Cytosol,0.396358685090047
PINK1-AS,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HeLa.S3|HepG2|HT1080|HUVEC|IMR.90|K562|MCF.7|NCI.H460|NHEK|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
NOP14-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01106,lncRNA,Homo sapiens,A549|H1.hESC|HT1080|HUVEC|MCF.7|NCI.H460|NHEK|SK.N.SH,Cytosol,0.396358685090047
UGDH-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LAMA5-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
ZNF687-AS1,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HepG2|HT1080|HUVEC|IMR.90|K562|MCF.7|NCI.H460|NHEK|SK.N.SH,Cytosol,0.396358685090047
LINC01619,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC00355,lncRNA,Homo sapiens,GM12878|HepG2|HT1080|NCI.H460|SK.MEL.5,Cytosol,0.396358685090047
ABALON,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC00526,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HepG2|HT1080|HUVEC|IMR.90|K562|MCF.7|NCI.H460|NHEK|SK.MEL.5|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
H2AZ1-DT,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
PANK2-AS1,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HUVEC|MCF.7|NCI.H460|NHEK|SK.N.SH,Cytosol,0.396358685090047
NCKAP5-AS2,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
SNHG26,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HepG2|HT1080|HUVEC|IMR.90|K562|MCF.7|NCI.H460|NHEK|SK.MEL.5|SK.N.SH,Cytosol,0.396358685090047
LINC00239,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HepG2|HT1080|K562|MCF.7|NCI.H460|NHEK,Cytosol,0.396358685090047
ST3GAL5-AS1,lncRNA,Homo sapiens,GM12878|H1.hESC|MCF.7|SK.N.SH,Cytosol,0.396358685090047
KCTD21-AS1,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HeLa.S3|HepG2|HT1080|HUVEC|IMR.90|K562|MCF.7|NCI.H460|NHEK|SK.MEL.5|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
LINC01907,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC02594,lncRNA,Homo sapiens,HeLa.S3,Cytosol,0.396358685090047
KIF9-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
SPANXA2-OT1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01206,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
EGOT,lncRNA,Homo sapiens,A549|GM12878|HUVEC,Cytosol,0.396358685090047
SOX2-OT,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC02361,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
GASAL1,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HeLa.S3|HepG2|HT1080|HUVEC|IMR.90|MCF.7|NCI.H460|NHEK|SK.MEL.5|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
ELOVL2-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
HM13-AS1,lncRNA,Homo sapiens,A549|H1.hESC|HepG2|MCF.7|NHEK|SK.N.SH,Cytosol,0.396358685090047
LINC01409,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
PIK3IP1-DT,lncRNA,Homo sapiens,GM12878|H1.hESC|SK.N.SH,Cytosol,0.396358685090047
MAPK6-DT,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC00667,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HepG2|HT1080|HUVEC|IMR.90|K562|MCF.7|NCI.H460|NHEK|SK.MEL.5|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
ATXN1-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
PPM1F-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
TMEM220-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
CCDC13-AS1,lncRNA,Homo sapiens,H1.hESC|HepG2,Cytosol,0.396358685090047
ATXN1-AS1,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HeLa.S3|HepG2|HT1080|HUVEC|IMR.90|K562|MCF.7|NCI.H460|NHEK|SK.MEL.5|SK.N.SH,Cytosol,0.396358685090047
CEBPA-DT,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01218,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC00534,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
KAZN-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01271,lncRNA,Homo sapiens,A549|H1.hESC|HeLa.S3|HT1080|K562|MCF.7|SK.N.SH,Cytosol,0.396358685090047
LYPLAL1-DT,lncRNA,Homo sapiens,H1.hESC|K562|NCI.H460|NHEK|SK.N.SH,Cytosol,0.396358685090047
LINC02197,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
MRPL20-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01029,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
ARHGAP31-AS1,lncRNA,Homo sapiens,A549|H1.hESC|HT1080|HUVEC|NCI.H460|NHEK|SK.N.SH,Cytosol,0.396358685090047
INKA2-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
KIF9-AS1,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HepG2|HUVEC|IMR.90|MCF.7|NHEK|SK.MEL.5|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
MIF-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
L3MBTL2-AS1,lncRNA,Homo sapiens,GM12878|H1.hESC|HeLa.S3|HepG2|HT1080|HUVEC|MCF.7|NCI.H460|NHEK|SK.MEL.5|SK.N.SH,Cytosol,0.396358685090047
RSF1-IT2,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01301,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
EPHA1-AS1,lncRNA,Homo sapiens,H1.hESC|HepG2|HUVEC|K562|NCI.H460|NHEK|SK.N.SH,Cytosol,0.396358685090047
LINC01357,lncRNA,Homo sapiens,H1.hESC|HUVEC|IMR.90|SK.N.SH,Cytosol,0.396358685090047
UCKL1-AS1,lncRNA,Homo sapiens,A549|H1.hESC|HeLa.S3|HT1080|MCF.7|SK.N.SH,Cytosol,0.396358685090047
LRRC52-AS1,lncRNA,Homo sapiens,H1.hESC,Cytosol,0.396358685090047
PCBP2-OT1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC00592,lncRNA,Homo sapiens,A549|HeLa.S3|HUVEC|MCF.7|SK.N.SH,Cytosol,0.396358685090047
FMR1-AS1,lncRNA,Homo sapiens,A549|H1.hESC|K562|MCF.7|SK.N.SH,Cytosol,0.396358685090047
LINC00839,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01560,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC02125,lncRNA,Homo sapiens,GM12878|NHEK,Cytosol,0.396358685090047
CECR3,lncRNA,Homo sapiens,H1.hESC,Cytosol,0.396358685090047
FENDRR,lncRNA,Homo sapiens,HeLa.S3|IMR.90|NCI.H460,Cytosol,0.90145991609349
MBNL1-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC02861,lncRNA,Homo sapiens,A549|H1.hESC|HeLa.S3|HepG2|IMR.90|MCF.7|NCI.H460|SK.MEL.5|SK.N.SH,Cytosol,0.396358685090047
FOXO6-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LSAMP-AS1,lncRNA,Homo sapiens,H1.hESC|MCF.7,Cytosol,0.396358685090047
NEAT1,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HeLa.S3|HepG2|HT1080|K562|MCF.7|NCI.H460|SK.MEL.5|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
PLA2G4E-AS1,lncRNA,Homo sapiens,H1.hESC|HUVEC|NHEK,Cytosol,0.396358685090047
LINC02631,lncRNA,Homo sapiens,HepG2,Cytosol,0.396358685090047
FAM85B,lncRNA,Homo sapiens,A549|H1.hESC|HepG2|MCF.7|NHEK|SK.N.SH,Cytosol,0.396358685090047
LINC01504,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01132,lncRNA,Homo sapiens,GM12878|H1.hESC|HeLa.S3|HepG2|HUVEC|MCF.7|NHEK|SK.N.SH,Cytosol,0.396358685090047
RIC3-DT,lncRNA,Homo sapiens,H1.hESC,Cytosol,0.396358685090047
LINC00200,lncRNA,Homo sapiens,HUVEC,Cytosol,0.396358685090047
GIHCG,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HeLa.S3|HepG2|HT1080|HUVEC|K562|MCF.7|NCI.H460|NHEK|SK.MEL.5|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
CAPN10-DT,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
TDRKH-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC00641,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
KLHL7-DT,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
ENTPD1-AS1,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HeLa.S3|HepG2|HT1080|HUVEC|IMR.90|K562|MCF.7|NCI.H460|NHEK|SK.MEL.5|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
LRIG2-DT,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
NQO2-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01979,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HeLa.S3|HepG2|MCF.7,Cytosol,0.396358685090047
NAMA,lncRNA,Homo sapiens,GM12878,Cytosol,0.396358685090047
NEXN-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01614,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
MIR3659HG,lncRNA,Homo sapiens,GM12878|H1.hESC|HT1080|IMR.90|NCI.H460|NHEK|SK.N.SH,Cytosol,0.396358685090047
LINC02700,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
PIK3IP1-DT,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
CASC9,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
TMEM254-AS1,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HeLa.S3|HepG2|HT1080|HUVEC|MCF.7|NCI.H460|NHEK|SK.MEL.5|SK.N.SH,Cytosol,0.396358685090047
ADIRF-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
FGF10-AS1,lncRNA,Homo sapiens,SK.N.DZ,Cytosol,0.396358685090047
SGMS1-AS1,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HepG2|HT1080|HUVEC|IMR.90|K562|MCF.7|NCI.H460|NHEK|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
SNHG19,lncRNA,Homo sapiens,A549|H1.hESC|HeLa.S3|HepG2|HT1080|HUVEC|IMR.90|K562|MCF.7|NCI.H460|SK.MEL.5|SK.N.SH,Cytosol,0.396358685090047
TBC1D8-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
MIR200CHG,lncRNA,Homo sapiens,H1.hESC|MCF.7|NHEK,Cytosol,0.396358685090047
NDUFB2-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
SPAG5-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
CKMT2-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC02331,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC00668,lncRNA,Homo sapiens,GM12878|H1.hESC|HeLa.S3|HepG2|HT1080|NCI.H460|NHEK|SK.MEL.5,Cytosol,0.396358685090047
LINC00639,lncRNA,Homo sapiens,H1.hESC|HeLa.S3|HepG2|HT1080|HUVEC|SK.N.SH,Cytosol,0.396358685090047
FAM3D-AS1,lncRNA,Homo sapiens,SK.N.SH,Cytosol,0.396358685090047
LMO7-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC00494,lncRNA,Homo sapiens,GM12878|H1.hESC|HepG2|MCF.7|SK.MEL.5,Cytosol,0.396358685090047
LINC02097,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
WWC2-AS2,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
RAB11B-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
AADACL2-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
STXBP5-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
SLC8A1-AS1,lncRNA,Homo sapiens,A549|HT1080|MCF.7|SK.N.SH,Cytosol,0.396358685090047
LINC02363,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
PANDAR,lncRNA,Homo sapiens,GM12878|H1.hESC|HepG2|HT1080,Cytosol,0.396358685090047
LINC00844,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
PPIC-AS1,lncRNA,Homo sapiens,HeLa.S3|HUVEC|IMR.90|MCF.7|SK.N.SH,Cytosol,0.396358685090047
SRRM2-AS1,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HeLa.S3|HepG2|HT1080|IMR.90|K562|MCF.7|NCI.H460|SK.N.SH,Cytosol,0.396358685090047
KLHL30-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
HCG25,lncRNA,Homo sapiens,GM12878|H1.hESC|HeLa.S3|HT1080|HUVEC|K562|MCF.7|NCI.H460|NHEK|SK.N.SH,Cytosol,0.396358685090047
LINC01310,lncRNA,Homo sapiens,H1.hESC,Cytosol,0.396358685090047
LINC02428,lncRNA,Homo sapiens,H1.hESC|HepG2,Cytosol,0.396358685090047
MFF-DT,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC00920,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
GACAT2,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01270,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
ZNF114-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01707,lncRNA,Homo sapiens,GM12878,Cytosol,0.396358685090047
ZNF710-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC00623,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HeLa.S3|HepG2|HT1080|HUVEC|K562|MCF.7|NCI.H460|NHEK|SK.MEL.5|SK.N.SH,Cytosol,0.396358685090047
HCCAT5,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
SNHG16,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HeLa.S3|HepG2|HT1080|HUVEC|MCF.7|NCI.H460|NHEK|SK.MEL.5|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
SREBF2-AS1,lncRNA,Homo sapiens,GM12878|H1.hESC|HeLa.S3|HepG2|HT1080|HUVEC|K562|MCF.7|NCI.H460|NHEK|SK.MEL.5|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
CEBPB-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC02249,lncRNA,Homo sapiens,A549|H1.hESC|HepG2|HUVEC|SK.MEL.5|SK.N.SH,Cytosol,0.396358685090047
LINC01169,lncRNA,Homo sapiens,K562,Cytosol,0.396358685090047
DPYD-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
GEMIN7-AS1,lncRNA,Homo sapiens,A549|H1.hESC|MCF.7|SK.N.SH,Cytosol,0.396358685090047
ZBTB11-AS1,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HepG2|HT1080|HUVEC|IMR.90|MCF.7|NCI.H460|NHEK|SK.MEL.5|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
PLBD1-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC00678,lncRNA,Homo sapiens,H1.hESC|K562,Cytosol,0.396358685090047
SOCAR,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC02762,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HepG2|HUVEC|IMR.90|K562|MCF.7|NCI.H460|NHEK|SK.N.SH,Cytosol,0.396358685090047
LINC00662,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HepG2|HT1080|HUVEC|IMR.90|K562|MCF.7|NCI.H460|NHEK|SK.MEL.5|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
LINC01876,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
FAM83C-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01637,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC02335,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
INTS6-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
DNAJC27-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
MIMT1,lncRNA,Homo sapiens,HepG2|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
LACTB2-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
FOXP1-IT1,lncRNA,Homo sapiens,H1.hESC|HUVEC,Cytosol,0.396358685090047
NR2F1-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LCMT1-AS1,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HeLa.S3|HUVEC|IMR.90|K562|MCF.7|NCI.H460|NHEK|SK.N.SH,Cytosol,0.396358685090047
LINC00092,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
USP2-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
MRPL23-AS1,lncRNA,Homo sapiens,H1.hESC|HepG2|K562|MCF.7,Cytosol,0.396358685090047
DNM3-IT1,lncRNA,Homo sapiens,H1.hESC,Cytosol,0.396358685090047
ACVR2B-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC00642,lncRNA,Homo sapiens,SK.N.SH,Cytosol,0.396358685090047
PITPNA-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
NAALADL2-AS2,lncRNA,Homo sapiens,GM12878|H1.hESC|NHEK,Cytosol,0.396358685090047
DICER1-AS1,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HeLa.S3|HepG2|HUVEC|MCF.7|NCI.H460|SK.MEL.5|SK.N.SH,Cytosol,0.396358685090047
FAR1-IT1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
BASP1-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
HPN-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC02145,lncRNA,Homo sapiens,H1.hESC,Cytosol,0.396358685090047
HS1BP3-IT1,lncRNA,Homo sapiens,A549|HepG2|HT1080|MCF.7,Cytosol,0.396358685090047
PPP1R26-AS1,lncRNA,Homo sapiens,H1.hESC|HeLa.S3|HepG2|HUVEC|IMR.90|K562|MCF.7|NCI.H460|NHEK|SK.MEL.5|SK.N.SH,Cytosol,0.396358685090047
LINC01465,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HepG2|HT1080|HUVEC|IMR.90|MCF.7|NCI.H460|NHEK|SK.N.SH,Cytosol,0.396358685090047
ZNF350-AS1,lncRNA,Homo sapiens,H1.hESC|HepG2|SK.N.SH,Cytosol,0.396358685090047
GLYCTK-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
TTTY14,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC02055,lncRNA,Homo sapiens,HT1080|HUVEC|MCF.7|SK.MEL.5,Cytosol,0.396358685090047
LINC01411,lncRNA,Homo sapiens,GM12878|MCF.7|SK.N.SH,Cytosol,0.396358685090047
LINC02446,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
SMCR5,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
JARID2-AS1,lncRNA,Homo sapiens,K562|MCF.7,Cytosol,0.396358685090047
LINC01285,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
EXOC3-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC00163,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
MALINC1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
HEIH,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC02443,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
SNAI3-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
CTNNA2-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01058,lncRNA,Homo sapiens,H1.hESC|HeLa.S3|SK.N.SH,Cytosol,0.396358685090047
FAM138C,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC02532,lncRNA,Homo sapiens,H1.hESC|HepG2|MCF.7|NHEK,Cytosol,0.396358685090047
LINC00910,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
RAD21-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
UBE2E1-AS1,lncRNA,Homo sapiens,A549|H1.hESC|HepG2|NCI.H460|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
LINC00165,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
CERNA1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
IFNG-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LARGE-IT1,lncRNA,Homo sapiens,H1.hESC,Cytosol,0.396358685090047
NAALADL2-AS2,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
TDRKH-AS1,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HepG2|HUVEC|IMR.90|K562|MCF.7|NCI.H460|NHEK|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
RPL34-DT,lncRNA,Homo sapiens,H1.hESC|HepG2|HT1080|NCI.H460|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
STK24-AS1,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HepG2|HT1080|HUVEC|IMR.90|K562|MCF.7|NCI.H460|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
LINC00278,lncRNA,Homo sapiens,H1.hESC,Cytosol,0.396358685090047
RARA-AS1,lncRNA,Homo sapiens,A549|H1.hESC|HepG2|HUVEC|IMR.90|MCF.7|NCI.H460|NHEK|SK.MEL.5|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
TCF7L1-IT1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LHX5-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
TMEM132D-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
KCNMB2-AS1,lncRNA,Homo sapiens,H1.hESC|MCF.7|NCI.H460,Cytosol,0.396358685090047
MRPL20-AS1,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HepG2|HT1080|HUVEC|IMR.90|K562|MCF.7|NCI.H460|NHEK|SK.MEL.5|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
LINC01181,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01615,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC02580,lncRNA,Homo sapiens,H1.hESC|NHEK,Cytosol,0.396358685090047
ZBED3-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LUCAT1,lncRNA,Homo sapiens,A549|HeLa.S3|HepG2|HT1080|HUVEC|K562|NCI.H460|SK.MEL.5|SK.N.DZ,Cytosol,0.396358685090047
PARD6G-AS1,lncRNA,Homo sapiens,A549|H1.hESC|HepG2|HT1080|HUVEC|IMR.90|K562|MCF.7|NCI.H460|NHEK|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
GPR176-DT,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
PPP1R14B-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
WDR86-AS1,lncRNA,Homo sapiens,H1.hESC|HepG2|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
DLX6-AS1,lncRNA,Homo sapiens,H1.hESC|HepG2|HT1080|NCI.H460|NHEK|SK.MEL.5|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
LINC01882,lncRNA,Homo sapiens,H1.hESC|HepG2,Cytosol,0.396358685090047
OR2A1-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC02005,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LIFR-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
RSF1-IT1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
INTS6-AS1,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HepG2|HT1080|HUVEC|IMR.90|K562|MCF.7|NCI.H460|NHEK|SK.N.SH,Cytosol,0.396358685090047
